UHS	0
L	0
WYNN	0
LKQ	0
FBHS	0
MGM	0
PHM	0
GL	0
HII	0
DVA	0
WRB	0
PRGO	0
HST	0
TAP	0
RE	0
SNA	0
FANG	0
WHR	0
LNC	0
IRM	0
WRK	0
DISH	0
REG	0
ALB	0
IPG	0
RCL	0
FLIR	0
DISCK	0
AOS	0
BWA	0
ROL	0
AIZ	0
TXT	0
CF	0
VNO	0
PNR	0
LYV	0
IPGP	0
RHI	0
AIV	0
CCL	0
BEN	0
FRT	0
UAL	0
PBCT	0
NOV	0
DVN	0
MRO	0
ZION	0
NWL	0
MHK	0
PWR	0
SEE	0
NLSN	0
NBL	0
APA	0
CMA	0
HFC	0
HWM	0
DXC	0
FOX	0
NWSA	0
KIM	0
AAL	0
MOS	0
TPR	0
LEG	0
SLG	0
ALK	0
RL	0
XRX	0
FTI	0
HOG	0
HBI	0
HRB	0
PVH	0
DISCA	0
UNM	0
FLS	0
IVZ	0
KSS	0
LB	0
NCLH	0
HP	0
JWN	0
ADS	0
GPS	0
UAA	0
UA	0
NWS	0
COTY	0
TSLA	0
JD	0
MELI	0
LULU	0
SGEN	0
NXPI	0
BIDU	0
WDAY	0
NTES	0
SPLK	0
SIRI	0
CSGP	0
ASML	0
ZM	0
BMRN	0
CHKP	0
TCOM	0
LBTYK	0
LBTYA	0
TSM	0
MRVL	0
TER	0
MPWR	0
ENTG	0
ON	0
MKSI	0
CREE	0
CRUS	0
SLAB	0
CCMP	0
SMTC	0
